,Unnamed: 0,pair,lemma_sim,sent_sim,topic_sim,within_doc,wup_sim,coref_label,cos_sim_ab,cos_sim_ba,cos_sim,sem_total,syn_total,all_total,sem_label,LM_prediction,VIT_LM,LM_VIT,LM_SWIN,SWIN_LM,BEIT_LM,LM_BEIT,LM_CLIP,CLIP_LM,VIT+LM,SWIN+LM,BEIT+LM,CLIP+LM,VIT_LM_real,LM_VIT_real,SWIN_LM_real,LM_SWIN_real,BEIT_LM_real,LM_BEIT_real,CLIP_LM_real,LM_CLIP_real
2299,2299,"('41_11ecbplus.xml_9', '41_10ecbplus.xml_4')",0.0,0.17391304347826084,1.0,0.0,0.1111111111111111,1,0.6679107546806335,0.4750915169715881,0.5715011358261108,1.6826122469372218,0.17391304347826084,1.8565252904154828,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2300,2300,"('41_11ecbplus.xml_9', '41_10ecbplus.xml_7')",0.0,0.2413793103448276,1.0,0.0,0.2352941176470588,1,0.5793046951293945,0.545005202293396,0.5621549487113953,1.797449066358454,0.2413793103448276,2.038828376703281,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
2301,2301,"('41_11ecbplus.xml_9', '41_11ecbplus.xml_8')",0.0,0.2272727272727273,1.0,1.0,0.1111111111111111,1,0.6941297054290771,0.6299213171005249,0.662025511264801,2.773136622375912,1.2272727272727273,4.000409349648639,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
2302,2302,"('41_1ecbplus.xml_3', '41_10ecbplus.xml_4')",1.0,0.3636363636363637,1.0,0.0,0.0,1,0.6624946594238281,0.6084580421447754,0.6354763507843018,1.6354763507843018,1.3636363636363638,2.999112714420665,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2303,2303,"('41_1ecbplus.xml_3', '41_10ecbplus.xml_7')",0.0,0.2,1.0,0.0,0.0,1,0.5120432376861572,0.5291956067085266,0.5206194221973419,1.520619422197342,0.2,1.720619422197342,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2304,2304,"('41_1ecbplus.xml_3', '41_11ecbplus.xml_8')",1.0,0.3636363636363637,1.0,0.0,0.0,1,0.692452609539032,0.7639268636703491,0.7281897366046906,1.7281897366046906,1.3636363636363638,3.0918261002410543,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2305,2305,"('41_1ecbplus.xml_3', '41_11ecbplus.xml_9')",0.0,0.16666666666666666,1.0,0.0,0.0,1,0.4896281361579895,0.5905030369758606,0.5400655865669249,1.540065586566925,0.16666666666666666,1.7067322532335918,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2306,2306,"('41_1ecbplus.xml_8', '41_10ecbplus.xml_4')",0.0,0.2222222222222222,1.0,0.0,0.125,1,0.5085355043411255,0.5030214190483093,0.5057784616947174,1.6307784616947174,0.2222222222222222,1.85300068391694,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2307,2307,"('41_1ecbplus.xml_8', '41_10ecbplus.xml_7')",0.0,0.14814814814814814,1.0,0.0,0.26666666666666666,1,0.4126566052436829,0.4320677816867829,0.4223621934652329,1.6890288601318997,0.14814814814814814,1.837177008280048,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2308,2308,"('41_1ecbplus.xml_8', '41_11ecbplus.xml_8')",0.0,0.2222222222222222,1.0,0.0,0.125,1,0.5819409489631653,0.5866078734397888,0.584274411201477,1.7092744112014768,0.2222222222222222,1.9314966334236996,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2309,2309,"('41_1ecbplus.xml_8', '41_11ecbplus.xml_9')",0.0,0.12903225806451613,1.0,0.0,0.5263157894736842,1,0.4644351899623871,0.5093452334403992,0.4868902117013931,2.0132060011750768,0.12903225806451613,2.142238259239593,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2310,2310,"('41_1ecbplus.xml_8', '41_1ecbplus.xml_3')",0.0,0.21052631578947367,1.0,1.0,0.0,1,0.7062997817993164,0.6770172715187073,0.6916585266590118,2.691658526659012,1.2105263157894737,3.902184842448485,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2311,2311,"('41_2ecbplus.xml_10', '41_10ecbplus.xml_4')",1.0,0.16,1.0,0.0,0.1176470588235294,1,0.6005770564079285,0.4687649309635162,0.5346709936857224,1.6523180525092518,1.16,2.8123180525092515,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2312,2312,"('41_2ecbplus.xml_10', '41_10ecbplus.xml_7')",0.0,0.1176470588235294,1.0,0.0,0.25,1,0.4645810425281525,0.4728918671607971,0.4687364548444748,1.7187364548444748,0.1176470588235294,1.836383513668004,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2313,2313,"('41_2ecbplus.xml_10', '41_11ecbplus.xml_8')",1.0,0.16,1.0,0.0,0.1176470588235294,1,0.6367078423500061,0.6887135505676271,0.6627106964588165,1.780357755282346,1.16,2.9403577552823457,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2314,2314,"('41_2ecbplus.xml_10', '41_11ecbplus.xml_9')",0.0,0.13513513513513514,1.0,0.0,0.5,1,0.6443449854850769,0.7229687571525574,0.6836568713188171,2.1836568713188167,0.13513513513513514,2.318792006453952,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
2315,2315,"('41_2ecbplus.xml_10', '41_1ecbplus.xml_3')",0.0,0.15384615384615385,1.0,0.0,0.0,1,0.6969297528266907,0.6227037310600281,0.6598167419433594,1.6598167419433594,0.15384615384615385,1.813662895789513,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
2316,2316,"('41_2ecbplus.xml_10', '41_1ecbplus.xml_8')",0.0,0.12121212121212123,1.0,0.0,0.9411764705882352,1,0.6628381013870239,0.5721930861473083,0.6175155937671661,2.5586920643554016,0.12121212121212123,2.6799041855675227,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2317,2317,"('41_2ecbplus.xml_21', '41_10ecbplus.xml_4')",0.0,0.1111111111111111,1.0,0.0,0.13333333333333333,1,0.5684428811073303,0.3219901323318481,0.4452165067195892,1.5785498400529223,0.1111111111111111,1.6896609511640337,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2318,2318,"('41_2ecbplus.xml_21', '41_10ecbplus.xml_7')",0.0,0.1153846153846154,1.0,0.0,0.2857142857142857,1,0.6513450741767883,0.5060174465179443,0.5786812603473663,1.8643955460616517,0.1153846153846154,1.9797801614462676,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2319,2319,"('41_2ecbplus.xml_21', '41_11ecbplus.xml_8')",0.0,0.1111111111111111,1.0,0.0,0.13333333333333333,1,0.5964810252189636,0.5772064328193665,0.586843729019165,1.7201770623524983,0.1111111111111111,1.8312881734636093,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2320,2320,"('41_2ecbplus.xml_21', '41_11ecbplus.xml_9')",0.0,0.06451612903225806,1.0,0.0,0.2352941176470588,1,0.5851468443870544,0.5547193884849548,0.5699331164360046,1.8052272340830635,0.06451612903225806,1.8697433631153213,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
2321,2321,"('41_2ecbplus.xml_21', '41_1ecbplus.xml_3')",0.0,0.10526315789473684,1.0,0.0,0.0,1,0.592603325843811,0.4514874219894409,0.5220453739166261,1.522045373916626,0.10526315789473684,1.6273085318113627,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2322,2322,"('41_2ecbplus.xml_44', '41_10ecbplus.xml_4')",0.0,0.3636363636363637,1.0,0.0,0.125,1,0.5919575095176697,0.509752094745636,0.5508548021316528,1.6758548021316528,0.3636363636363637,2.0394911657680166,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2323,2323,"('41_2ecbplus.xml_44', '41_10ecbplus.xml_7')",0.0,0.2,1.0,0.0,0.26666666666666666,1,0.5015026926994324,0.505053699016571,0.5032781958580017,1.7699448625246683,0.2,1.9699448625246685,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2324,2324,"('41_2ecbplus.xml_44', '41_11ecbplus.xml_8')",0.0,0.3636363636363637,1.0,0.0,0.125,1,0.5909969210624695,0.6590580940246582,0.6250275075435638,1.7500275075435638,0.3636363636363637,2.113663871179928,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
2325,2325,"('41_2ecbplus.xml_44', '41_11ecbplus.xml_9')",0.0,0.21739130434782608,1.0,0.0,0.5263157894736842,1,0.7071930766105652,0.7713258862495422,0.7392594814300537,2.2655752709037382,0.21739130434782608,2.482966575251564,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2326,2326,"('41_2ecbplus.xml_44', '41_1ecbplus.xml_3')",0.0,0.3333333333333333,1.0,0.0,0.0,1,0.6189503669738771,0.5877578854560852,0.6033541262149811,1.603354126214981,0.3333333333333333,1.9366874595483143,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2327,2327,"('41_2ecbplus.xml_44', '41_1ecbplus.xml_8')",1.0,0.2777777777777778,1.0,0.0,1.0,1,0.6130667924880981,0.5822885632514954,0.5976776778697968,2.5976776778697968,1.2777777777777777,3.8754554556475744,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2328,2328,"('41_2ecbplus.xml_44', '41_2ecbplus.xml_10')",0.0,0.2,1.0,1.0,0.9411764705882352,1,0.7343305945396423,0.7513821721076965,0.7428563833236694,3.6840328539119045,1.2,4.884032853911905,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2329,2329,"('41_2ecbplus.xml_44', '41_2ecbplus.xml_21')",0.0,0.10526315789473684,1.0,1.0,0.26666666666666666,1,0.5144989490509033,0.6136401295661926,0.564069539308548,2.8307362059752146,1.1052631578947367,3.9359993638699513,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
2330,2330,"('41_2ecbplus.xml_9', '41_2ecbplus.xml_8')",1.0,0.2,1.0,1.0,1.0,1,0.7759985923767091,0.76756751537323,0.7717830538749695,3.7717830538749695,2.2,5.97178305387497,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1
2331,2331,"('41_3ecbplus.xml_5', '41_10ecbplus.xml_4')",1.0,0.16666666666666666,1.0,0.0,1.0,1,0.6368248462677002,0.606697142124176,0.6217609941959381,2.621760994195938,1.1666666666666667,3.788427660862605,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2332,2332,"('41_3ecbplus.xml_5', '41_10ecbplus.xml_7')",0.0,0.09523809523809523,1.0,0.0,0.13333333333333333,1,0.5084884762763977,0.5433682799339294,0.5259283781051636,1.6592617114384969,0.09523809523809523,1.7544998066765922,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
2333,2333,"('41_3ecbplus.xml_5', '41_11ecbplus.xml_8')",1.0,0.16666666666666666,1.0,0.0,1.0,1,0.6325190663337708,0.6645771861076355,0.6485481262207031,2.648548126220703,1.1666666666666667,3.81521479288737,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2334,2334,"('41_3ecbplus.xml_5', '41_11ecbplus.xml_9')",0.0,0.2272727272727273,1.0,0.0,0.1111111111111111,1,0.4637550115585327,0.5351529717445374,0.499453991651535,1.6105651027626462,0.2272727272727273,1.8378378300353733,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1
2335,2335,"('41_3ecbplus.xml_5', '41_1ecbplus.xml_3')",1.0,0.15384615384615385,1.0,0.0,0.0,1,0.6669973134994507,0.6503989696502686,0.6586981415748596,1.6586981415748596,1.1538461538461535,2.8125442954210134,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2336,2336,"('41_3ecbplus.xml_5', '41_1ecbplus.xml_8')",0.0,0.1,1.0,0.0,0.125,1,0.4857190549373626,0.5005548596382141,0.4931369572877884,1.6181369572877884,0.1,1.7181369572877885,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
2337,2337,"('41_3ecbplus.xml_5', '41_2ecbplus.xml_10')",0.0,0.1153846153846154,1.0,0.0,0.1176470588235294,1,0.5074199438095093,0.6180611252784729,0.5627405345439911,1.6803875933675203,0.1153846153846154,1.795772208752136,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
2338,2338,"('41_3ecbplus.xml_5', '41_2ecbplus.xml_44')",0.0,0.15384615384615385,1.0,0.0,0.125,1,0.5704736113548279,0.5634949803352356,0.5669842958450317,1.6919842958450315,0.15384615384615385,1.8458304496911853,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
2339,2339,"('41_3ecbplus.xml_7', '41_10ecbplus.xml_4')",1.0,0.3076923076923077,1.0,0.0,0.15384615384615385,1,0.5948654413223267,0.4970684945583344,0.5459669679403305,1.6998131217864842,1.3076923076923077,3.0075054294787917,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2340,2340,"('41_3ecbplus.xml_7', '41_10ecbplus.xml_7')",0.0,0.2380952380952381,1.0,0.0,0.3333333333333333,1,0.4490635097026825,0.4614076614379883,0.4552355855703354,1.7885689189036686,0.2380952380952381,2.0266641569989066,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2341,2341,"('41_3ecbplus.xml_7', '41_11ecbplus.xml_8')",1.0,0.3076923076923077,1.0,0.0,0.15384615384615385,1,0.6172738075256348,0.6691417694091797,0.6432077884674072,1.7970539423135612,1.3076923076923077,3.1047462500058685,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
2342,2342,"('41_3ecbplus.xml_7', '41_11ecbplus.xml_9')",0.0,0.15384615384615385,1.0,0.0,0.26666666666666666,1,0.6060442924499512,0.6928625106811523,0.6494534015655518,1.9161200682322184,0.15384615384615385,2.069966222078372,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2343,2343,"('41_3ecbplus.xml_7', '41_1ecbplus.xml_3')",0.0,0.2857142857142857,1.0,0.0,0.0,1,0.6314073204994202,0.6045962572097778,0.618001788854599,1.618001788854599,0.2857142857142857,1.9037160745688848,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2344,2344,"('41_3ecbplus.xml_7', '41_1ecbplus.xml_8')",0.0,0.19047619047619047,1.0,0.0,0.3076923076923077,1,0.5500524044036865,0.5329338908195496,0.5414931476116179,1.8491854553039255,0.19047619047619047,2.039661645780116,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2345,2345,"('41_3ecbplus.xml_7', '41_2ecbplus.xml_10')",0.0,0.2307692307692308,1.0,0.0,0.2857142857142857,1,0.6495667099952698,0.7239148020744324,0.6867407560348511,1.9724550417491369,0.2307692307692308,2.2032242725183675,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2346,2346,"('41_3ecbplus.xml_7', '41_2ecbplus.xml_44')",0.0,0.38461538461538464,1.0,0.0,0.3076923076923077,1,0.6789107918739319,0.6564421057701111,0.6676764488220215,1.9753687565143287,0.38461538461538464,2.359984141129714,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
2347,2347,"('41_3ecbplus.xml_7', '41_3ecbplus.xml_5')",0.0,0.13333333333333333,1.0,1.0,0.15384615384615385,1,0.5765193700790405,0.5468577146530151,0.5616885423660278,2.7155346962121816,1.1333333333333333,3.8488680295455153,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2348,2348,"('41_4ecbplus.xml_1', '41_10ecbplus.xml_4')",1.0,0.4444444444444444,1.0,0.0,0.1176470588235294,1,0.438919335603714,0.4394688606262207,0.43919409811496735,1.5568411569384968,1.4444444444444444,3.0012856013829414,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2349,2349,"('41_4ecbplus.xml_1', '41_10ecbplus.xml_7')",0.0,0.2222222222222222,1.0,0.0,0.25,1,0.3753099739551544,0.4505521059036255,0.41293103992939,1.66293103992939,0.2222222222222222,1.8851532621516125,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2350,2350,"('41_4ecbplus.xml_1', '41_11ecbplus.xml_8')",1.0,0.4444444444444444,1.0,0.0,0.1176470588235294,1,0.5502360463142395,0.5950589776039124,0.5726475119590759,1.6902945707826054,1.4444444444444444,3.1347390152270496,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2351,2351,"('41_4ecbplus.xml_1', '41_11ecbplus.xml_9')",0.0,0.18181818181818185,1.0,0.0,0.5,1,0.4300664663314819,0.5305049419403076,0.4802857041358948,1.9802857041358948,0.18181818181818185,2.1621038859540764,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2352,2352,"('41_4ecbplus.xml_1', '41_1ecbplus.xml_3')",0.0,0.5555555555555556,1.0,0.0,0.0,1,0.6218268871307373,0.6310787796974182,0.6264528334140778,1.6264528334140778,0.5555555555555556,2.182008388969633,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2353,2353,"('41_4ecbplus.xml_1', '41_1ecbplus.xml_8')",0.0,0.2352941176470588,1.0,0.0,0.9411764705882352,1,0.5294402241706848,0.5456336140632629,0.5375369191169739,2.4787133897052094,0.2352941176470588,2.7140075073522683,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2354,2354,"('41_4ecbplus.xml_1', '41_2ecbplus.xml_10')",1.0,0.21739130434782608,1.0,0.0,1.0,1,0.5614103078842163,0.6659949421882629,0.6137026250362396,2.61370262503624,1.2173913043478262,3.8310939293840667,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2355,2355,"('41_4ecbplus.xml_1', '41_2ecbplus.xml_21')",0.0,0.1176470588235294,1.0,0.0,0.25,1,0.39734315872192383,0.5016543269157411,0.4494987428188325,1.6994987428188324,0.1176470588235294,1.8171458016423616,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
2356,2356,"('41_4ecbplus.xml_1', '41_2ecbplus.xml_44')",0.0,0.4,1.0,0.0,0.9411764705882352,1,0.5280976891517639,0.5927011966705322,0.5603994429111481,2.501575913499384,0.4,2.9015759134993835,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2357,2357,"('41_4ecbplus.xml_1', '41_3ecbplus.xml_5')",0.0,0.18181818181818185,1.0,0.0,0.1176470588235294,1,0.5300819277763367,0.5083671808242798,0.5192245543003082,1.6368716131238377,0.18181818181818185,1.8186897949420195,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2358,2358,"('41_4ecbplus.xml_1', '41_3ecbplus.xml_7')",0.0,0.3333333333333333,1.0,0.0,0.2857142857142857,1,0.5643860697746277,0.5647816658020021,0.5645838677883148,1.8502981535026004,0.3333333333333333,2.1836314868359343,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2359,2359,"('41_4ecbplus.xml_20', '41_10ecbplus.xml_4')",0.0,0.10526315789473684,1.0,0.0,0.13333333333333333,1,0.5482585430145264,0.3840454518795013,0.4661519974470138,1.5994853307803472,0.10526315789473684,1.704748488675084,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
2360,2360,"('41_4ecbplus.xml_20', '41_10ecbplus.xml_7')",1.0,0.1111111111111111,1.0,0.0,1.0,1,0.7049728035926819,0.628253161907196,0.666612982749939,2.666612982749939,1.1111111111111112,3.77772409386105,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2361,2361,"('41_4ecbplus.xml_20', '41_11ecbplus.xml_8')",0.0,0.10526315789473684,1.0,0.0,0.13333333333333333,1,0.5954318046569824,0.6079448461532593,0.6016883254051208,1.7350216587384542,0.10526315789473684,1.8402848166331909,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2362,2362,"('41_4ecbplus.xml_20', '41_2ecbplus.xml_10')",0.0,0.05882352941176471,1.0,0.0,0.25,1,0.5509988069534302,0.4786680340766907,0.5148334205150604,1.7648334205150604,0.05882352941176471,1.8236569499268247,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1
2363,2363,"('41_4ecbplus.xml_20', '41_2ecbplus.xml_21')",0.0,0.08,1.0,0.0,0.2857142857142857,1,0.643471896648407,0.674169659614563,0.658820778131485,1.9445350638457704,0.08,2.02453506384577,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2364,2364,"('41_4ecbplus.xml_20', '41_4ecbplus.xml_1')",0.0,0.05263157894736842,1.0,1.0,0.25,1,0.5072375535964966,0.4305378198623657,0.4688876867294312,2.718887686729431,1.0526315789473684,3.7715192656767993,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2365,2365,"('41_4ecbplus.xml_9', '41_10ecbplus.xml_4')",1.0,0.3333333333333333,1.0,0.0,1.0,1,0.5298457741737366,0.4646714925765991,0.4972586333751679,2.497258633375168,1.3333333333333333,3.8305919667085018,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2366,2366,"('41_4ecbplus.xml_9', '41_10ecbplus.xml_7')",0.0,0.2608695652173913,1.0,0.0,0.13333333333333333,1,0.365248829126358,0.3611166477203369,0.3631827384233475,1.4965160717566808,0.2608695652173913,1.757385636974072,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2367,2367,"('41_4ecbplus.xml_9', '41_11ecbplus.xml_8')",1.0,0.3333333333333333,1.0,0.0,1.0,1,0.5419691801071167,0.6002882122993469,0.5711286962032318,2.571128696203232,1.3333333333333333,3.904462029536565,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2368,2368,"('41_4ecbplus.xml_9', '41_11ecbplus.xml_9')",0.0,0.17857142857142858,1.0,0.0,0.1111111111111111,1,0.4689352214336395,0.5302390456199646,0.4995871335268021,1.6106982446379132,0.17857142857142858,1.7892696732093418,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2369,2369,"('41_4ecbplus.xml_9', '41_1ecbplus.xml_3')",1.0,0.3125,1.0,0.0,0.0,1,0.6292360424995422,0.6144813299179077,0.621858686208725,1.621858686208725,1.3125,2.934358686208725,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2370,2370,"('41_4ecbplus.xml_9', '41_1ecbplus.xml_8')",0.0,0.16666666666666666,1.0,0.0,0.125,1,0.6038264632225037,0.5897584557533264,0.596792459487915,1.721792459487915,0.16666666666666666,1.8884591261545816,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2371,2371,"('41_4ecbplus.xml_9', '41_2ecbplus.xml_10')",1.0,0.12903225806451613,1.0,0.0,0.1176470588235294,1,0.5600796341896057,0.6227188110351562,0.591399222612381,1.7090462814359104,1.1290322580645158,2.8380785395004264,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
2372,2372,"('41_4ecbplus.xml_9', '41_2ecbplus.xml_21')",0.0,0.13043478260869565,1.0,0.0,0.13333333333333333,1,0.3188825845718384,0.4637337923049927,0.3913081884384155,1.5246415217717488,0.13043478260869565,1.6550763043804444,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1
2373,2373,"('41_4ecbplus.xml_9', '41_2ecbplus.xml_44')",0.0,0.2352941176470588,1.0,0.0,0.125,1,0.5329071879386902,0.5307735204696655,0.5318403542041779,1.656840354204178,0.2352941176470588,1.8921344718512367,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2374,2374,"('41_4ecbplus.xml_9', '41_3ecbplus.xml_5')",1.0,0.1111111111111111,1.0,0.0,1.0,1,0.5504367351531982,0.4532382190227509,0.5018374770879745,2.5018374770879745,1.1111111111111112,3.6129485881990857,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2375,2375,"('41_4ecbplus.xml_9', '41_3ecbplus.xml_7')",1.0,0.21052631578947367,1.0,0.0,0.15384615384615385,1,0.5724551677703857,0.5741133093833923,0.573284238576889,1.7271303924230428,1.2105263157894737,2.9376567082125167,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2376,2376,"('41_4ecbplus.xml_9', '41_4ecbplus.xml_1')",1.0,0.35714285714285715,1.0,1.0,0.1176470588235294,1,0.6047030687332153,0.6170942783355713,0.6108986735343933,2.7285457323579227,2.357142857142857,5.08568858950078,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
2377,2377,"('41_4ecbplus.xml_9', '41_4ecbplus.xml_20')",0.0,0.08,1.0,1.0,0.13333333333333333,1,0.44582563638687134,0.4876629412174225,0.4667442888021469,2.60007762213548,1.08,3.68007762213548,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
2378,2378,"('41_5ecbplus.xml_18', '41_10ecbplus.xml_10')",1.0,0.3461538461538461,1.0,0.0,1.0,1,0.6185886859893799,0.6884150505065918,0.6535018682479858,2.653501868247986,1.3461538461538465,3.999655714401832,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2379,2379,"('41_5ecbplus.xml_22', '41_11ecbplus.xml_9')",1.0,0.08333333333333333,1.0,0.0,1.0,1,0.6864993572235107,0.6667640209197998,0.6766316890716553,2.6766316890716557,1.0833333333333333,3.759965022404988,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
2380,2380,"('41_5ecbplus.xml_22', '41_3ecbplus.xml_5')",0.0,0.08333333333333333,1.0,0.0,0.1111111111111111,1,0.4196315109729767,0.4003588259220123,0.4099951684474945,1.5211062795586057,0.08333333333333333,1.604439612891939,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1
2381,2381,"('41_5ecbplus.xml_4', '41_10ecbplus.xml_4')",0.0,0.4,1.0,0.0,0.1111111111111111,1,0.5188877582550049,0.4708220064640045,0.4948548823595047,1.605965993470616,0.4,2.005965993470616,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2382,2382,"('41_5ecbplus.xml_4', '41_10ecbplus.xml_7')",0.0,0.21052631578947367,1.0,0.0,0.2352941176470588,1,0.4458811581134796,0.5106478929519653,0.4782645255327225,1.7135586431797811,0.21052631578947367,1.9240849589692548,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1
